"Ad name",Day,"Campaign name","Result type",Results,"Cost per result","Amount spent (INR)","Mobile app installs",CPI,Install2Activation%,"Link clicks",Impressions,"3-second video plays","Reporting starts","Reporting ends"
CR_NatkhatGang_Loan-Rejection_25/05/26,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,518.65,12,43.22083333,0.5,30,5587,3047,2026-06-24,2026-06-24
Celeb_Sushant_ScoreImprove_SC1H2_12/05/26,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,32.41,1,32.41,0,2,167,30,2026-06-24,2026-06-24
pads_meta_digitaiga-mrdilip_08_hindi_gf-bf_ln-rej-low-score_13jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,1.1,,,,,12,3,2026-06-24,2026-06-24
ai_meta_internal_hindi_bg-bus-stand_score-imp_23jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,2.48,,,,,32,13,2026-06-24,2026-06-24
ai_meta_internal_hindi_loan-as-calculator_reduce-emi_24jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,54.46,1,54.46,1,6,565,227,2026-06-24,2026-06-24
UGC_Vidrow_SC1V2_Loan_Settlement_H2_30May26,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,44.32,1,44.32,0,1,340,137,2026-06-24,2026-06-24
ugc_meta_vidrow_hindi_krisna-murari_score-imp_19jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,11.5,,,,1,107,60,2026-06-24,2026-06-24
ai_meta_internal-brand_hindi_garmi-fridge-baccha_ln-rej_20jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,8.96,,,,,80,28,2026-06-24,2026-06-24
"ai_meta_internal-brand_hindi_chinese _ln-amt-overdue_10jun2026_refresh",2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,13.43,,,,,100,18,2026-06-24,2026-06-24
ugc_meta_internal-organic_hindi_loan50k-emi2k_ln-rej-low-score_24jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,Subscription_Payment_Success,33,572.44969697,18890.84,963,19.61665628,0.45067497,2495,265060,107183,2026-06-24,2026-06-24
ai_meta_vidrow_hindi_high-emi-notebook-asmr-cir_reduce-int_23jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,527.94,2,263.97,0.5,25,4044,1620,2026-06-24,2026-06-24
ai_meta_internal_hindi_bg-bulldozer_score-imp_23jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,7.84,,,,7,47,17,2026-06-24,2026-06-24
ugc_meta_vidrow_hindi_script2h4_score-imp_14jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,1.29,,,,,9,,2026-06-24,2026-06-24
ai_meta_vidrow_hindi_personified-all-mix-asmr-cir_allcategory_23jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,21.59,,,,1,215,85,2026-06-24,2026-06-24
ai_meta_vidrow_hindi_550-credit-score_score-imp_22jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,29.54,,,,,112,28,2026-06-24,2026-06-24
ai_meta_internal-brand_hindi_loan-ghost&owl_ln-rej-acc-not-upd_6jun2026_refresh,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,0.05,,,,,2,1,2026-06-24,2026-06-24
UGC_Vidrow_SC1V2_Loan_Settlement_H2_29/05/26,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,11.58,,,,1,105,57,2026-06-24,2026-06-24
AI_Vidrow_SC7V4_Personified_AllMix_All_Mix_29/05/26,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,Subscription_Payment_Success,1,413.67,413.67,20,20.6835,0.3,37,5490,1423,2026-06-24,2026-06-24
ugc_meta_vidrow_hindi_script2h2_score-imp_14jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,54.47,1,54.47,0,4,896,97,2026-06-24,2026-06-24
ai_meta_internal-brand_hindi_loan-as-train_ln-rej-acc-not-upd_15jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,Subscription_Payment_Success,4,271.4475,1085.79,40,27.14475,0.35,80,10324,3039,2026-06-24,2026-06-24
ugc_meta_internal-brand_hindi_score-imp_11jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,Subscription_Payment_Success,3,259.49,778.47,48,16.218125,0.5,62,5797,2728,2026-06-24,2026-06-24
"static_meta_internal-brand_hindi_loan-ka-notice _ln-rec-overdue_24jun2026",2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,373.01,,,,10,7660,,2026-06-24,2026-06-24
ugc_meta_wedo_hindi_ln-rej-bejatti_ln-rej-acc-not-upd_17jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,Subscription_Payment_Success,1,2613.92,2613.92,46,56.82434783,0.5,101,9507,2814,2026-06-24,2026-06-24
static_meta_internal-brand_kannada_whatsapp-chat_ln-rej-fake-loan_20jun2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,0.37,,,,,5,,2026-06-24,2026-06-24
"IN_AI_LowCibil_UGC_01/05/26_01 - Copy",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,2,320.875,641.75,10,64.175,0.7,24,6890,1013,2026-06-24,2026-06-24
CR_techonemalayalam_UGC_Red_Int_03/06/26,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,6.6,,,,,55,5,2026-06-24,2026-06-24
"CR_Akhil_ScoreImprove_UGC_25/04/26_01 - Copy",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,14.62,,,,,122,16,2026-06-24,2026-06-24
"ai_meta_internal-brand_malayalam_dubbed _chinese-loan-apps_ln-amt-overdue_20jun2026",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,1,541.94,541.94,2,270.97,1,12,3012,764,2026-06-24,2026-06-24
"CR_pads_Akhil_Ln_Rej_UGC_14/03/26_08 - Relaunch2",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,8.03,,,,,56,5,2026-06-24,2026-06-24
"CR_pads_Akhil_Ln_Rej_UGC_14/03/26_08 - Relaunch",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,1,923.7,923.7,19,48.61578947,0.36842105,42,7977,965,2026-06-24,2026-06-24
CR_Praveen_Ln_Rej_UGC_24/04/26,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,1,722.05,722.05,48,15.04270833,0.33333333,64,8443,1438,2026-06-24,2026-06-24
"pads_meta_internal-kanupriyaalha _hindi_ln-rej-low-score_23jun2026",2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,11,1016.41636364,11180.58,233,47.98532189,0.38197425,539,95078,48590,2026-06-24,2026-06-24
"ai_meta_internal-brand_kannada_dubbed _chinese-loan-apps_ln-amt-overdue_20jun2026",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,86.04,1,86.04,1,1,516,132,2026-06-24,2026-06-24
CR_harumanu_2401_Ln_Rej_Pad_05/06/2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,23.31,2,11.655,0.5,2,256,109,2026-06-24,2026-06-24
UGC_Bosswallah_LowCibil_29/04/26,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,1,89.99,89.99,3,29.99666667,0.33333333,5,821,117,2026-06-24,2026-06-24
ai_internal-brand_kannada_ln-rej-acc-not-upd_9june2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,7.45,,,,,56,9,2026-06-24,2026-06-24
IN_AI_LowCibil_UGC_01/05/26,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,15.07,2,7.535,0,3,227,35,2026-06-24,2026-06-24
"ai_internal-brand_kannada_reduce-int_9june2026 – Copy",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,0.39,,,,,6,1,2026-06-24,2026-06-24
ai_meta_vidrow_hindi_2ladke-shadi-asmr-cir_reduce-int_23jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,19,0,0,84,0,0.42857143,,0,,2026-06-24,2026-06-24
pads_meta_internal-_atul_585__hindi_ln-rej-low-score_23jun2026,2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,29,726.17862069,21059.18,899,23.4251168,0.42157953,1883,254191,122195,2026-06-24,2026-06-24
"CR_Techofficial_Fake_Ln_UGC_01/04/26_01 - Copy",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,1,241.52,241.52,9,26.83555556,0.22222222,15,1919,619,2026-06-24,2026-06-24
pads_meta_internal-javid42___telugu_ln-rej-low-score_23jun2026,2026-06-24,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,0,3,0,0.66666667,,0,,2026-06-24,2026-06-24
pads_meta_internal-_atul_585__hindi_ln-rej-low-score_23jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,944.81333333,2834.44,119,23.81882353,0.33613445,239,34271,15176,2026-06-24,2026-06-24
pads_meta_internal-javid42___telugu_ln-rej-low-score_23jun2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,6,1382.96166667,8297.77,175,47.41582857,0.41142857,343,65169,24970,2026-06-24,2026-06-24
pads_meta_internal-rashmiabhijithgowda_12_kannada_ln-rej-low-score_23jun2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,2296.27,17,135.07470588,0.23529412,69,25536,9126,2026-06-24,2026-06-24
pads_meta_internal-_atul_585__hindi_ln-rej-low-score_23jun2026,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,7,879.63571429,6157.45,256,24.05253906,0.3828125,475,52712,24506,2026-06-24,2026-06-24
"pads_meta_internal-kanupriyaalha _hindi_ln-rej-low-score_23jun2026",2026-06-24,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,7,965.58142857,6759.07,128,52.80523437,0.359375,265,53101,25915,2026-06-24,2026-06-24
pads_meta_internal-rashmiabhijithgowda_12_kannada_ln-rej-low-score_23jun2026,2026-06-24,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,151.21,3,50.40333333,0,6,1760,666,2026-06-24,2026-06-24
pads_meta_internal-anil_charan97_telugu_ln-rej-fake-loan_23jun2026,2026-06-24,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,5,1695.116,8475.58,211,40.16862559,0.36018957,378,85734,37612,2026-06-24,2026-06-24
ai_meta_vidrow_hindi_2ladke-shadi-asmr-cir_reduce-int_23jun2026,2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,24,1282.12708333,30771.05,460,66.89358696,0.39782609,2325,212004,119241,2026-06-24,2026-06-24
"UGC_Bosswallah_LowCibil_29/04/26 - Copy",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,3.26,,,,,16,6,2026-06-24,2026-06-24
"ai_internal-brand_tamil_score-imp_9june2026 – Copy",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,0.93,,,,,4,,2026-06-24,2026-06-24
static_meta_internal-brand_hindi_whatsapp-chat-s_ln-rej-fake-loan_19jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,Subscription_Payment_Success,1,25.53,25.53,1,25.53,1,1,218,,2026-06-24,2026-06-24
ai_meta_internal_hindi_bg-bus-stand_score-imp_23jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,151.5,151.5,2,75.75,0.5,27,963,430,2026-06-24,2026-06-24
ai_meta_vidrow_hindi_2ladke-shadi-asmr-sqr_reduce-int_23jun2026,2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,1,0,0,,0,,2026-06-24,2026-06-24
ai_meta_vidrow_hindi_high-emi-notebook-asmr-cir_reduce-int_23jun2026,2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,45,572.48866667,25761.99,296,87.03375,0.43581081,2218,180808,73611,2026-06-24,2026-06-24
"ai_internal-brand_telugu_reduce-int_9june2026 – Copy",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,1.12,,,,,4,2,2026-06-24,2026-06-24
UGC_Bosswalla_HighEMI_26/05/26,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,69.82,,,,2,387,119,2026-06-24,2026-06-24
pads_meta_internal-_atul_585__hindi_ln-rej-low-score_23jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,21,955.02333333,20055.49,690,29.06592754,0.4115942,1716,246606,116951,2026-06-24,2026-06-24
ugc_meta_internal-organic_telugu_ln-rej-low-score_12jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,15,471.43933333,7071.59,302,23.41586093,0.45033113,482,91431,28340,2026-06-24,2026-06-24
CR_techonemalayalam_UGC_Red_Int_03/06/26,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,6,495.87666667,2975.26,52,57.21653846,0.42307692,97,25723,4432,2026-06-24,2026-06-24
ai_meta_internal-brand_telugu_dubbed_loan-as-train_ln-rej-acc-not-upd_16jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,4,558.2375,2232.95,48,46.51979167,0.5,91,16469,5111,2026-06-24,2026-06-24
ugc_meta_vidrow_hindi_reduce-int(notebook)_13june2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,10,480.946,4809.46,56,85.88321429,0.48214286,127,22030,4721,2026-06-24,2026-06-24
ai_meta_internal-brand_hindi_pan-card_ln-rej-fake-loan_9jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,,,,1530.74,40,38.2685,0.525,59,10645,2312,2026-06-24,2026-06-24
"ugc_meta_internal-brand_tamil_reduce-int_11june2026 – Copy",2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,5,542.08,2710.4,43,63.03255814,0.44186047,76,21784,5207,2026-06-24,2026-06-24
ai_meta_internal-brand_hindi_chinese-ln-amt-overdue_10june2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,8,695.92875,5567.43,130,42.82638462,0.36923077,220,33553,7630,2026-06-24,2026-06-24
ugc_meta_vidrow_hindi_script2h3_score-imp_14jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,10,337.954,3379.54,116,29.13396552,0.37068966,173,36238,4960,2026-06-24,2026-06-24
pads_meta_digitaiga-namii.shorts_hindi_ekaurbaccha_ln-rej-low-score_15jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-pads-scale_broad_22Jun2026,Subscription_Payment_Success,1,223.44,223.44,12,18.62,0.16666667,18,1913,842,2026-06-24,2026-06-24
ugc_meta_internal-brand_hindi_motu-score-imp_11june2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,3,660.63666667,1981.91,114,17.38517544,0.31578947,162,20175,9019,2026-06-24,2026-06-24
ugc_meta_vidrow_hindi_script2h2_score-imp_14jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,11,412.45272727,4536.98,109,41.62366972,0.39449541,178,59807,5626,2026-06-24,2026-06-24
ai_meta_internal-brand_hindi_99rupee_allcategory_15jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,,,,182.02,,,,13,862,304,2026-06-24,2026-06-24
ai_meta_internal-brand_hindi_loan-as-train_ln-rej-acc-not-upd_15jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,Subscription_Payment_Success,4,872.1875,3488.75,124,28.13508065,0.26612903,245,26106,7961,2026-06-24,2026-06-24
ai_meta_internal_hindi_gadi-dhamki-20s_reduce-int_22jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,,,,154.56,2,77.28,0,4,872,275,2026-06-24,2026-06-24
ai_meta_internal_hindi_recovery-dhamki_ln-rec-overdue_22jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-ai&ugc-scale_broad_22Jun2026,,,,31.04,,,,,185,51,2026-06-24,2026-06-24
pads_meta_digitaiga-amirkdboys_hindi_score-imp_11jun2026,2026-06-24,fb_app-adr_abo_india_subscribe_bidcap-pads-scale_broad_22Jun2026,Subscription_Payment_Success,8,507.81125,4062.49,221,18.38230769,0.33031674,494,47714,22271,2026-06-24,2026-06-24
ai_meta_internal-brand_hindi_loan-as-train_ln-rej-acc-not-upd_15jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,0,1,0,0,,0,,2026-06-24,2026-06-24
IN_Human_IncScore_WB_26/03/26,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,17.73,,,,,235,40,2026-06-24,2026-06-24
"ai_meta_internal-brand_tamil_dubbed _chinese-loan-apps_ln-amt-overdue_20jun2026",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,10,484.878,4848.78,96,50.508125,0.38541667,186,32264,8902,2026-06-24,2026-06-24
CR_Bosswallah_UGC_LowCIBIL_05/05/26,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,146.11,1,146.11,0,2,1280,211,2026-06-24,2026-06-24
static_meta_internal-brand_telugu_whatsapp-chat_ln-rej-fake-loan_20jun2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,0.66,,,,,8,,2026-06-24,2026-06-24
CR_Spydi_HighEMI_Pad_28/04/26,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,3,947,2841,65,43.70769231,0.33846154,143,27229,12426,2026-06-24,2026-06-24
ai_meta_internal-brand_telugu_dubbed_loan-as-train_ln-rej-acc-not-upd_16jun2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,1,86.7,86.7,2,43.35,1,4,591,192,2026-06-24,2026-06-24
ugc_meta_internal-organic_telugu_ln-rej-low-score_12june2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,314.13,20,15.7065,0.15,25,4063,1245,2026-06-24,2026-06-24
ugc_meta_internal-organic_tamil_onum_purila_tech_ln-rej-acc-not-upd_17jun2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,24.56,1,24.56,1,2,236,27,2026-06-24,2026-06-24
"IN_St_Ln_Mng_HighEMI_tpt_28/04/26_05 - Copy",2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,Subscription_Payment_Success,2,592.935,1185.87,48,24.705625,0.3125,82,12095,2,2026-06-24,2026-06-24
ai_meta_internal-brand_hindi_chinese-ln-amt-overdue_10jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,3.05,,,,1,15,5,2026-06-24,2026-06-24
UGC_Bosswallah_LowCibil_02/05/2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,65.5,1,65.5,0,3,620,90,2026-06-24,2026-06-24
AI_Vidrow_SC7V4_Personified_AllMix_Tamil_01/06/26,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,34.21,3,11.40333333,0.66666667,4,334,98,2026-06-24,2026-06-24
ugc_meta_internal-brand_tamil_reduce-int_11june2026,2026-06-24,fb_app-adr_cbo_ttmk_subscribe_bidcap_broad_22Jun2026,,,,30.53,,,,,254,84,2026-06-24,2026-06-24
AI_Iphone_ScoreImprove_06/06/2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,0.79,,,,,6,1,2026-06-24,2026-06-24
ugc_meta_internal-brand_hindi_motu-score-imp_11june2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,259.18,6,43.19666667,0.33333333,13,2629,1209,2026-06-24,2026-06-24
UGC_Ln-Rej_07/062026_04,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,21.2,3,7.06666667,0.33333333,2,289,59,2026-06-24,2026-06-24
"pads_meta_internal-kanupriyaalha _hindi_ln-rej-low-score_23jun2026",2026-06-24,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,5,742.046,3710.23,65,57.08046154,0.43076923,164,31634,15816,2026-06-24,2026-06-24
pads_meta_internal-_atul_585__hindi_ln-rej-low-score_23jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,511.91,2047.64,72,28.43944444,0.33333333,168,23511,10726,2026-06-24,2026-06-24
ai_meta_vidrow_hindi_personified-all-mix_allcategory_29may2026_refresh,2026-06-24,fb_app-adr_cbo_hindi_subscribe_bidcap_broad_18jun2026,,,,8.02,3,2.67333333,0,2,101,24,2026-06-24,2026-06-24
pads_meta_internal-hum2noyaarofficial_hindi_ln-amt-overdue_12jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,Subscription_Payment_Success,1,379.38,379.38,16,23.71125,0.4375,30,4568,2713,2026-06-24,2026-06-24
IN_Static_Free-Chat_EMI-Reduction_18/05/26,2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,66.27,,,,1,243,,2026-06-24,2026-06-24
IN_Static_Free-Chat_CIBIL-Dispute_18/05/26,2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0.02,,,,,2,,2026-06-24,2026-06-24
IN_Static_Free-Chat_Loan-Rejection_18/05/26,2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,56.86,1,56.86,1,2,163,,2026-06-24,2026-06-24
IN_Static_Free-Chat_Credit-Score-Improvement_18/05/26,2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,2.11,,,,,7,,2026-06-24,2026-06-24
AI_Vidrow_SC7V4_Personified_AllMix_All_Mix_29/05/26,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,Subscription_Payment_Success,1,0,0,1,0,0,,0,,2026-06-24,2026-06-24
"static_loan-management-many-loans_14/03/2026 - Relaunch",2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,Subscription_Payment_Success,1,1607.15,1607.15,26,61.81346154,0.23076923,70,15584,,2026-06-24,2026-06-24
pads_meta_internal-hum2noyaarofficial_hindi_ln-amt-overdue_12jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,174.82,2,87.41,0,6,1515,904,2026-06-24,2026-06-24
IN_Static_Overdue_28/05/26,2026-06-24,fb_app-adr_cbo-new_hindi_subscribe_bidcap_broad_17jun2026,,,,15.83,,,,,67,,2026-06-24,2026-06-24
pads_meta_digitaiga-oy_dangode921_hindi_ln-rej-low-score_13june2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,6.47,,,,1,79,45,2026-06-24,2026-06-24
CR_Vijender_ScoreImprove_25/05/26,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,0,1,0,0,,0,,2026-06-24,2026-06-24
CR_Pranay_LowScoreReject_UGC_23/03/26,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,3.69,,,,,39,7,2026-06-24,2026-06-24
pads_meta_internal-jaysingh_putayya_official01_hindi_ln-rej-low-score_20jun2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,0,1,0,1,,0,,2026-06-24,2026-06-24
"static_loan-management-many-loans_14/03/2026 - Relaunch",2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,Subscription_Payment_Success,4,620.7825,2483.13,59,42.08694915,0.47457627,133,27053,6,2026-06-24,2026-06-24
"ugc_meta_internal-organic_marathi_techy_viraaj_fake loan_17jun2026",2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,1.35,,,,,24,6,2026-06-24,2026-06-24
"IN_Static_Free-Chat_Credit-Score-Improvement_18/05/26 _2",2026-06-24,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,4.52,,,,,19,,2026-06-24,2026-06-24
IN_Static_Free-Chat_Loan-Management_18/05/26,2026-06-24,fb_app-adr_cbo-new_hindi_subscribe_bidcap_broad_17jun2026,,,,0.11,,,,,1,,2026-06-24,2026-06-24
ugc_meta_internal-brand_hindi_motu-score-imp_11june2026,2026-06-24,fb_app-adr_cbo_gmb_subscribe_bidcap_broad_22jun2026,,,,8.03,1,8.03,1,1,71,26,2026-06-24,2026-06-24
IN_AI_UGCdub_ScoreImprove_09/04/26_8,2026-06-24,fb_app-adr_abo_malyalam_subscribe_bidcap_broad_24jun2026,,,,1.9,,,,,20,4,2026-06-24,2026-06-24
CR_Pranay_UGCdub_CSI_09/04/26_5,2026-06-24,fb_app-adr_abo_malyalam_subscribe_bidcap_broad_24jun2026,,,,1.93,,,,,15,2,2026-06-24,2026-06-24
